Date_of_usage,Azure_region,Service_Type,Demand_units,Capacity_allocated,Cost_USD,Service_availability,Market_Trend_Index,Holiday_Flag
16-02-2025,US East,Storage,623,719,57.42,98.87,1.43,0
26-06-2025,US West,Storage,423,499,29.25,99.4,1.33,1
05-09-2024,US South,Storage,322,389,22.16,99.71,0.84,0
07-11-2024,US North,Storage,380,433,24.35,98.5,0.91,0
27-06-2025,US South,Storage,463,571,38.75,99.26,1.26,0
26-05-2024,US North,Compute,713,794,118.1,99.24,1.45,0
19-02-2024,Europe West,Compute,580,637,94.23,98.61,1.36,0
26-05-2024,US South,Compute,383,455,51.45,97.21,1.3,0
02-02-2024,US West,Storage,326,376,23.91,98.63,1.29,0
01-04-2024,India South,Storage,503,573,28.56,99.94,1.31,0
03-02-2024,India South,Compute,126,146,16.33,97.42,1.14,0
28-01-2024,US West,Storage,151,160,7.98,97.85,1.06,0
09-04-2024,US West,Storage,364,423,20.89,97.59,1.09,0
29-12-2024,US South,Storage,59,73,5.48,99.28,0.82,0
06-04-2025,US West,Storage,365,406,24.05,97.08,0.94,0
10-04-2025,US West,Compute,541,626,69.5,97.83,1.16,0
06-06-2025,Asia East,Compute,89,101,17.36,97.85,0.99,0
15-01-2025,Europe West,Storage,580,721,52.5,97.69,1.16,0
20-06-2025,US East,Storage,177,217,14.25,99.23,1.08,0
03-03-2025,US East,Storage,315,369,16.73,97.56,1.36,0
10-07-2024,US East,Storage,351,370,19.17,97.05,1.12,1
01-09-2024,Europe West,Compute,386,456,67.8,99.5,1.09,0
12-01-2024,US North,Storage,312,336,25.59,98.58,1.04,0
16-01-2024,India South,Storage,173,183,11.72,99.31,0.88,0
10-12-2024,Asia East,Storage,605,683,34.82,97.68,1.28,0
20-09-2024,Europe West,Compute,515,542,89.5,99.77,1.03,0
03-03-2024,US South,Compute,479,503,73.37,99.16,1.38,1
07-10-2024,US South,Storage,191,231,13.84,97.6,1.46,1
11-06-2025,US East,Storage,496,565,33.31,98.52,1.24,0
11-08-2024,US West,Compute,268,329,48.37,98.54,1.15,1
29-10-2024,US East,Storage,130,155,6.99,99.88,0.86,0
18-03-2024,US East,Compute,189,199,28.51,97.74,0.95,0
21-08-2024,India South,Compute,116,135,21.41,99.49,1.35,1
25-07-2024,US East,Storage,223,273,17.94,99.36,1.09,0
11-06-2024,Europe West,Storage,132,145,7.02,99.61,0.97,0
13-02-2025,Europe West,Storage,158,176,15.04,97.29,1.3,1
28-10-2024,India South,Compute,80,86,15.87,98.57,1.11,1
03-02-2025,Europe West,Storage,380,440,35.12,98.88,1.34,0
23-11-2024,US South,Compute,282,352,48.72,99.52,0.8,0
07-04-2025,India South,Compute,125,135,21.8,98.24,0.93,1
25-04-2024,US North,Compute,475,508,84.94,98.99,1.46,0
02-08-2024,Europe West,Compute,381,465,46.13,98.35,0.84,0
22-12-2024,Europe West,Storage,220,246,16,99.75,1.12,1
15-01-2025,Asia East,Compute,100,123,19.3,97.64,0.97,0
12-12-2024,Europe West,Storage,388,437,27.17,99.02,0.88,0
25-01-2024,Asia East,Compute,236,266,40.87,98.2,0.83,1
07-11-2024,Europe West,Storage,435,518,36.71,97.86,1.06,0
13-12-2024,US West,Compute,56,63,9.24,98.08,0.85,0
26-06-2024,US East,Storage,440,522,42.35,98.91,1.02,0
12-07-2024,Europe West,Compute,489,573,82.31,99.43,1.04,0
09-05-2025,Asia East,Compute,325,391,50.19,98.62,0.84,0
15-02-2024,US East,Storage,355,381,34.79,98.98,1.19,0
20-07-2024,Europe West,Storage,288,325,25.88,99.94,1.4,0
22-02-2025,US South,Storage,168,181,9.2,98.36,1.32,1
20-06-2025,India South,Compute,314,386,46.94,99.05,1.49,0
16-06-2024,Europe West,Storage,277,329,20.3,98.83,0.98,0
28-04-2025,Europe West,Storage,60,70,5.89,99.76,0.93,0
22-05-2024,US North,Storage,69,74,5.71,97.43,0.86,0
29-01-2024,US North,Compute,239,252,38.06,99.52,1.05,1
24-09-2024,Asia East,Storage,419,514,40.67,97.66,0.89,0
28-04-2025,US North,Storage,80,89,7.83,98.61,1.14,0
05-05-2024,US East,Storage,425,514,27.1,98.15,1.11,0
31-05-2024,India South,Compute,116,132,14.61,97.17,1.29,0
27-06-2025,Europe West,Compute,520,569,71.98,98.91,1.23,0
03-05-2024,US West,Storage,230,279,18.23,98.45,0.97,1
12-01-2024,Europe West,Compute,73,81,12.11,98.36,1.35,1
15-05-2024,US South,Storage,377,415,28.39,97.66,0.81,0
22-01-2025,US West,Compute,82,93,10.11,97.51,1.15,1
24-05-2024,US West,Storage,406,457,37.53,98.91,0.83,0
05-01-2025,US West,Compute,411,443,81.52,97.95,1.14,0
06-09-2024,US South,Compute,311,361,51.11,99.91,0.91,0
22-05-2024,India South,Storage,282,322,22.81,97.92,0.91,0
12-04-2024,US North,Storage,277,300,15.95,98.03,1.16,1
02-05-2024,US South,Compute,387,407,49.43,98.61,1.18,0
01-03-2025,India South,Compute,116,138,16.52,97.63,1.49,0
07-03-2025,India South,Storage,310,333,18.57,99.22,0.91,0
02-03-2025,US North,Storage,124,154,7.88,99.87,0.84,0
21-10-2024,US North,Storage,651,747,53.63,98.78,1.45,0
21-11-2024,India South,Storage,360,382,34.94,98.3,1.07,1
16-04-2025,Europe West,Storage,407,476,36.49,99.74,1.4,0
09-08-2024,US West,Storage,365,409,19.14,99.15,0.99,0
20-06-2024,US South,Storage,189,209,14.09,97.52,0.99,0
30-06-2025,US South,Compute,427,516,52.14,97.41,1.22,0
13-05-2025,US South,Compute,360,425,60.74,99.77,1.13,0
14-12-2024,US South,Storage,188,218,10.88,99.82,0.83,0
11-02-2024,Asia East,Compute,160,188,31.59,97.62,1.02,0
20-08-2024,Asia East,Storage,320,346,29.14,97.91,1.21,0
15-04-2024,US East,Storage,565,700,42.79,98.6,1.37,0
11-02-2024,India South,Storage,517,632,25.87,97.64,1.2,0
24-06-2025,US West,Compute,492,551,88.34,98.62,1.06,0
30-05-2025,India South,Compute,67,74,11.2,98.39,1.1,1
19-09-2024,US East,Storage,213,246,17.34,98.96,0.98,1
17-01-2025,India South,Compute,117,129,14.65,98.94,1.22,0
23-05-2025,US South,Compute,304,337,40.38,98.98,0.98,0
16-04-2025,India South,Compute,284,300,43.42,98.09,1.06,0
24-06-2025,US East,Compute,379,441,50.84,99.56,0.87,0
24-03-2024,India South,Compute,49,55,5.89,98.83,0.88,1
05-03-2024,US East,Compute,250,291,49.36,97.23,1.17,0
27-06-2025,US South,Compute,277,341,38.62,99.87,1.18,0
01-03-2024,US East,Compute,503,532,96.21,98.6,1.31,0
15-08-2024,US South,Compute,505,575,82.89,99.5,1.49,0
30-05-2025,Europe West,Compute,250,294,35.53,98.57,1.22,0
16-06-2025,Europe West,Compute,294,358,46.08,99.6,0.98,1
01-03-2025,Europe West,Compute,104,129,14.95,99.43,1.24,0
27-10-2024,US South,Compute,690,843,119.88,98.44,1.4,0
21-02-2024,US East,Compute,183,211,23.15,97.04,0.89,0
13-01-2025,US East,Storage,549,594,33.86,98.65,1.15,0
03-07-2024,US West,Storage,292,345,25.88,98.6,0.85,0
09-11-2024,India South,Storage,507,605,44.29,98.93,1.38,0
23-02-2025,Asia East,Compute,558,688,88.66,99.18,1.28,0
08-03-2025,US South,Compute,69,78,11.64,99.78,0.98,0
25-06-2024,India South,Storage,265,326,24.13,97.85,1.2,0
01-01-2024,India South,Compute,421,511,63,99.86,0.91,0
15-04-2024,US East,Compute,531,654,98.66,97.2,1.38,0
15-06-2024,US East,Compute,285,303,48.47,98.79,1.24,0
15-06-2025,Europe West,Compute,65,77,8.15,98.84,0.82,0
01-02-2025,India South,Storage,233,251,19.07,97.87,0.93,0
23-10-2024,US South,Storage,64,68,4.57,97.1,1,1
02-03-2025,US South,Compute,111,136,21.62,98.88,0.92,0
24-02-2025,Asia East,Compute,82,97,14.39,98.25,1.27,0
12-05-2024,US North,Compute,272,321,43.67,99.43,1,0
22-09-2024,US North,Storage,227,259,18.06,99.37,1.23,0
17-12-2024,Europe West,Compute,306,343,51.77,99.12,0.94,0
03-09-2024,Europe West,Storage,592,627,50.86,99.93,1.34,0
26-03-2025,Europe West,Compute,144,162,19.14,99.43,0.8,0
30-05-2025,US East,Storage,329,362,20.93,98.02,1.33,0
26-03-2024,India South,Storage,76,91,5.46,97.14,1.2,0
20-06-2024,US East,Compute,167,179,31.09,97.64,1.2,1
29-12-2024,India South,Storage,279,304,23.24,98.87,1.16,1
14-04-2025,US South,Compute,127,157,22.55,97.58,0.96,1
10-10-2024,US West,Compute,255,299,35.1,98.2,1.25,0
27-04-2024,Asia East,Storage,275,293,17.78,98.41,1.33,0
24-03-2024,US West,Compute,278,332,39.27,99.44,1.18,0
03-06-2025,Asia East,Compute,514,546,96.66,98.27,1.44,0
29-01-2024,India South,Compute,169,197,26.11,99.41,1.2,0
07-08-2024,India South,Compute,363,406,47.48,97.42,0.92,1
26-05-2024,US North,Storage,402,478,25.61,99.81,0.99,0
05-01-2025,US North,Storage,380,471,22.36,99.36,1.09,1
23-04-2024,US East,Compute,257,275,50.38,98.7,1.01,0
16-12-2024,US North,Storage,113,132,9.19,99.75,0.93,0
16-03-2025,Europe West,Compute,223,258,41.31,98.62,1.13,0
25-01-2025,US West,Compute,458,539,60.27,97.12,1.44,1
03-12-2024,US West,Storage,70,76,5.1,99.8,0.87,0
14-02-2025,US West,Storage,357,387,31.22,99.12,1.03,0
20-03-2024,US North,Storage,274,320,23.28,98.19,1.17,0
02-11-2024,US East,Storage,463,506,30.67,98.55,0.98,0
23-05-2025,Europe West,Compute,484,544,75.09,97.02,1.02,0
01-01-2024,US South,Compute,110,132,17.88,99.43,1.07,0
03-05-2024,US East,Compute,59,73,8.88,98.38,1.19,0
22-03-2025,US West,Storage,466,562,42.83,98.37,1.01,0
21-10-2024,US East,Storage,168,187,12.22,98.66,1.34,0
21-12-2024,US East,Storage,413,498,33.01,98.57,0.95,0
09-02-2024,US North,Storage,87,102,5.65,98.03,1.43,0
04-05-2024,Asia East,Storage,437,490,37.5,99.63,1.38,0
15-11-2024,US South,Compute,301,355,58.86,98.61,1.33,1
28-02-2025,US West,Compute,242,277,40.76,99.83,1.14,0
01-08-2024,US South,Storage,640,760,42.11,98.58,1.45,0
30-10-2024,Europe West,Compute,193,214,23.26,99.49,1.24,1
09-09-2024,US East,Compute,311,380,55.63,99.13,1.14,0
23-06-2025,India South,Compute,130,158,22.53,98.41,1.26,1
06-01-2025,India South,Storage,65,71,4.13,98.88,1.11,0
18-11-2024,India South,Compute,98,114,11.93,99.67,1.06,0
16-04-2024,India South,Storage,373,426,28.69,98.82,1.21,0
14-01-2024,India South,Compute,325,379,39.03,98.5,1.07,0
28-01-2024,US South,Storage,419,462,35.11,99.17,1.02,0
20-02-2024,US East,Storage,254,301,24.1,97.48,1.27,0
06-01-2024,Asia East,Compute,331,347,53.5,98.87,0.86,0
05-01-2024,US South,Compute,399,449,68.33,98.56,0.87,0
09-03-2024,India South,Compute,441,529,55.93,97.43,1.15,1
13-11-2024,US West,Storage,473,579,37.82,98.63,1.27,0
20-03-2025,Asia East,Compute,333,375,48.01,99.45,1.21,0
23-08-2024,US East,Compute,274,310,49.7,99.5,1.15,0
26-05-2025,India South,Storage,431,519,29.36,97.28,0.97,0
30-12-2024,US East,Compute,345,428,68.4,97.15,0.85,0
05-04-2025,US North,Compute,375,435,74.43,98.17,0.81,0
29-03-2025,US East,Compute,684,794,83.26,99.81,1.44,0
18-06-2024,Asia East,Storage,453,511,33.47,97.33,1.24,0
05-02-2025,US South,Compute,275,299,42.52,99.83,0.98,1
20-06-2024,Asia East,Compute,272,291,32.91,98.18,1.49,0
03-10-2024,US East,Storage,356,404,34.88,99.88,0.83,0
31-05-2025,Europe West,Storage,116,141,9.58,97.96,1.15,0
23-03-2025,Europe West,Compute,421,516,77.92,97.81,0.9,0
14-01-2025,Europe West,Compute,122,150,22.98,98.97,1.02,0
31-05-2024,Europe West,Compute,198,220,29.61,99.23,1.49,0
15-05-2025,India South,Compute,715,803,115.2,97.7,1.43,0
04-06-2024,India South,Storage,147,154,12.51,98.78,1.04,0
17-01-2024,Europe West,Storage,208,247,12.25,97.09,0.86,0
12-04-2024,US East,Storage,76,82,6.19,97.6,0.94,0
28-09-2024,US North,Compute,703,759,87.87,98.29,1.43,0
14-12-2024,US North,Compute,67,75,10.19,97.41,1.21,0
06-07-2024,India South,Compute,208,240,35.26,97.79,1.12,0
09-05-2025,US South,Storage,114,122,7.92,99.69,1,0
22-04-2024,US West,Compute,126,141,17.48,99.23,0.85,0
04-03-2025,Europe West,Compute,348,410,59.87,99.61,1.32,0
09-09-2024,US South,Compute,150,158,25.8,98.26,1.11,0
09-01-2024,India South,Storage,61,73,4.73,97.46,1.31,1
15-01-2025,US North,Compute,192,216,33.16,99.36,1.16,0
20-03-2024,US South,Storage,106,130,9.75,98.39,1.04,0
04-02-2025,US West,Compute,346,401,45.07,97.34,0.93,0
15-07-2024,US East,Compute,360,398,55.61,97.28,1.36,0
28-09-2024,Europe West,Compute,72,85,8.91,99.46,1.28,0
03-04-2025,India South,Compute,294,352,47.95,98.48,1.45,0
01-06-2024,US East,Storage,301,351,16.61,98.41,0.82,1
24-05-2025,Asia East,Compute,78,90,14.38,99.06,0.89,0
03-02-2024,India South,Compute,149,183,21.11,98.19,0.81,0
27-04-2024,India South,Compute,310,351,44.1,99.33,1.45,0
09-07-2024,India South,Compute,311,384,56.06,98.69,1.45,0
26-05-2024,India South,Storage,498,561,35.6,98.9,1.21,0
16-06-2025,US South,Compute,416,471,65.8,98,1.31,0
19-03-2024,US North,Storage,297,326,25.43,98.73,1.04,0
15-02-2025,US North,Storage,111,127,10.79,98.63,1.13,0
10-04-2025,India South,Compute,341,398,59.86,98.14,1.12,0
18-08-2024,US South,Storage,438,469,34.94,98.3,1.44,1
19-10-2024,Asia East,Compute,265,308,39.27,99.75,0.89,0
12-04-2025,India South,Storage,232,256,15.77,98.71,0.94,0
29-03-2024,US West,Compute,556,691,91.29,99.01,1.45,0
10-05-2025,Europe West,Storage,465,533,39.96,98.25,1.05,0
11-03-2025,US East,Storage,149,174,14.61,97.74,1.1,0
20-02-2024,US South,Storage,187,202,10.03,99.22,1.01,0
14-04-2025,US West,Compute,252,275,46.86,98.47,1.1,1
15-03-2024,Europe West,Compute,178,197,31.03,99.03,0.86,0
29-06-2024,US East,Storage,207,251,19.76,97.7,1.47,0
22-10-2024,US South,Compute,438,489,57.19,97.72,1.26,0
24-01-2024,India South,Storage,366,433,28.1,98.65,0.83,0
27-06-2024,US North,Compute,324,397,63.11,99.87,1.14,0
13-11-2024,US North,Compute,225,237,33.25,99.56,0.97,0
12-01-2024,US East,Storage,231,284,16.87,99.34,1.32,1
09-01-2024,Europe West,Storage,485,594,26.68,98.99,1.29,0
11-12-2024,US North,Compute,430,537,78.43,98.97,1.13,0
27-02-2025,US West,Storage,408,428,31.09,98.48,1.09,0
17-08-2024,US South,Compute,102,108,16.11,98.49,1.1,0
03-09-2024,US West,Compute,171,207,31.86,98.22,1.49,0
30-10-2024,Asia East,Compute,473,568,81.45,99.44,1.06,0
04-05-2024,US West,Compute,134,160,22.96,99.23,1.28,0
22-10-2024,India South,Compute,593,714,85.58,97.33,1.28,0
02-04-2024,US East,Compute,360,411,54.15,98.84,1.38,0
10-12-2024,India South,Storage,224,248,22.24,99.67,0.95,0
05-02-2025,US East,Compute,115,133,20.45,97.1,1.07,0
17-07-2024,US South,Storage,456,539,28.97,97.82,1.2,1
30-01-2024,Europe West,Storage,219,233,19.69,98.13,0.91,0
28-05-2025,Asia East,Compute,222,270,41.74,97.4,1,0
18-08-2024,US South,Compute,581,718,84.48,98.22,1.3,0
31-08-2024,Asia East,Compute,466,528,60.87,97.44,1.49,0
23-04-2025,US West,Storage,388,482,34.27,98.42,1.18,0
17-03-2024,US West,Compute,388,454,70.82,99.03,1.2,0
16-08-2024,US West,Compute,363,389,64.26,97.82,1.49,0
05-10-2024,US West,Storage,503,565,28.93,97.41,1.38,0
29-01-2025,India South,Compute,301,337,57.7,97.93,1.1,0
26-06-2025,US West,Compute,605,724,107.79,98.22,1.27,0
08-07-2024,US West,Storage,179,189,13.83,98.52,0.97,0
19-04-2025,Asia East,Storage,569,710,36.24,99.49,1.45,1
31-08-2024,Europe West,Storage,298,333,19.63,98.91,1.24,1
11-06-2024,US South,Storage,412,453,35.36,97.5,1.08,0
08-04-2024,US North,Storage,667,790,41.18,97.2,1.37,0
22-05-2025,US West,Storage,187,211,13.8,97.22,0.95,1
17-05-2025,US West,Compute,323,339,57.8,98.92,0.93,1
29-09-2024,Europe West,Compute,251,310,32.89,99.49,1.34,0
08-02-2024,US South,Storage,401,453,25,98.29,0.84,0
08-05-2025,Europe West,Storage,439,520,26.39,98.33,1.16,1
01-03-2024,US South,Storage,271,327,23.39,98.99,0.99,0
04-02-2025,India South,Compute,506,564,64.72,97.13,1.25,0
08-12-2024,India South,Storage,58,63,5.21,99.35,0.83,0
07-02-2025,US North,Compute,359,383,66.2,99.95,0.91,0
02-12-2024,Europe West,Storage,507,574,38.65,99.93,1.1,0
05-05-2025,US East,Storage,294,348,24.67,99.96,1.31,0
10-12-2024,Europe West,Storage,364,444,25.13,98.47,1.43,1
18-06-2025,India South,Storage,116,137,9.21,99.33,0.87,1
07-09-2024,Europe West,Compute,414,481,60.73,99.2,1.04,0
07-01-2024,US North,Storage,519,561,30.41,98.35,1.09,0
13-05-2025,US North,Compute,128,149,16.75,98.45,1.38,0
09-11-2024,US South,Compute,119,127,14.94,99.8,1.28,0
29-06-2024,Asia East,Storage,477,584,27.12,97.88,0.96,0
31-01-2025,Asia East,Storage,440,489,27.27,98.23,1.34,0
07-02-2025,Europe West,Storage,258,294,18.7,97.52,1.4,1
30-07-2024,US East,Storage,248,274,18.25,97.29,1.33,0
05-04-2025,US West,Compute,415,436,71.03,98.14,0.97,0
19-05-2024,Asia East,Storage,270,317,15.12,98.24,0.88,0
05-03-2024,US South,Storage,193,241,17.39,99.29,0.98,1
02-03-2025,Asia East,Storage,451,511,37.65,99.16,1,0
19-05-2025,US West,Compute,491,609,69.94,99.31,1.05,0
14-04-2024,US South,Storage,512,622,32.4,97.38,1.33,1
08-03-2025,US East,Storage,70,82,5.86,99.63,1,0
04-06-2025,US West,Compute,608,681,83.39,99.16,1.32,0
04-02-2024,US North,Storage,445,480,37.55,97.01,1.31,0
02-04-2024,US East,Storage,281,304,22.87,99.65,1.03,0
04-11-2024,US East,Storage,103,112,9.25,98,1.14,1
29-04-2024,US West,Compute,101,107,12.2,98.49,1.04,0
10-03-2025,US West,Compute,113,135,20.51,97.3,1.08,1
18-07-2024,US South,Storage,169,208,12.43,98.84,1.12,0
13-06-2024,India South,Compute,415,471,59.97,98.12,0.85,0
21-10-2024,Asia East,Compute,74,86,12.82,99.66,0.92,0
18-07-2024,US South,Storage,402,425,26.09,99.93,0.93,0
19-05-2024,Europe West,Storage,214,244,11.76,97.86,1.49,0
08-01-2025,India South,Storage,586,661,55.99,98.69,1.29,0
27-01-2024,US East,Storage,645,695,40.89,97.1,1.35,0
19-12-2024,Asia East,Storage,580,626,49.04,99.6,1.32,0
11-04-2025,US East,Compute,186,200,33.23,99.77,1.38,0
24-06-2025,India South,Compute,382,468,54.84,98.23,0.89,0
03-03-2025,US West,Compute,243,295,47.06,97.3,0.84,0
03-06-2024,US West,Storage,243,279,13.32,99.19,1.09,0
16-09-2024,US East,Storage,255,275,15.87,98.15,1.1,1
25-01-2025,US West,Storage,233,248,22.77,99.97,1.45,0
09-06-2024,US East,Storage,655,715,55.49,98.83,1.49,0
21-08-2024,US North,Compute,531,631,77.85,98.94,1.5,0
09-09-2024,US South,Compute,130,150,16.63,97.62,1.01,1
05-01-2025,US West,Compute,587,715,76.61,97.24,1.49,0
27-06-2025,Europe West,Storage,567,702,37.56,98.98,1.49,0
01-06-2024,US West,Storage,679,789,62.89,98.89,1.37,0
31-05-2025,US East,Storage,228,273,15.43,99.82,1.41,0
30-06-2025,US South,Storage,251,301,15.02,97.4,1.46,0
05-02-2025,Asia East,Compute,241,260,29.01,99.3,0.91,0
05-01-2024,Asia East,Compute,367,451,64.03,98.56,0.86,0
23-10-2024,Europe West,Compute,495,611,92.48,98.65,1.1,0
06-05-2024,US North,Compute,665,796,129.31,99.68,1.47,0
16-08-2024,US West,Storage,204,223,10.51,99.51,0.95,1
21-05-2024,Asia East,Storage,405,472,20.37,97.66,1.21,0
12-07-2024,Asia East,Storage,347,429,24.47,99.39,0.93,0
06-02-2024,Asia East,Storage,520,622,45.56,98.19,1.12,0
26-03-2025,US North,Storage,52,58,3.75,98.74,0.81,0
19-01-2025,US South,Compute,548,582,104.53,98.55,1.2,0
26-01-2024,US East,Compute,127,142,16.22,98.48,1.31,0
02-03-2024,Europe West,Compute,310,374,39.73,98.8,1.21,0
29-02-2024,US West,Storage,360,449,24.62,98.64,0.93,1
01-06-2025,US North,Compute,514,591,88.98,97.22,1.38,1
28-02-2025,US North,Compute,135,149,18.87,98.16,1.02,0
20-09-2024,US South,Compute,88,103,13.95,97.71,1.43,0
04-04-2024,US East,Storage,512,580,33.14,99.96,1.32,1
25-10-2024,Europe West,Compute,480,521,88.52,98.85,1.35,0
23-11-2024,US East,Compute,109,128,14.43,99.06,1.15,0
04-08-2024,US West,Compute,177,189,35.29,97.79,0.96,0
08-03-2025,US South,Storage,401,428,26.42,97.06,1.15,0
10-06-2025,India South,Storage,383,468,32.09,98.84,1.44,0
23-03-2025,US West,Compute,95,115,17.17,98.83,1.31,0
01-05-2024,India South,Compute,99,116,14.03,97.64,1.42,0
30-11-2024,US South,Storage,215,267,20.97,97.92,0.97,0
29-03-2024,Asia East,Compute,610,675,112.87,97.32,1.47,0
15-01-2025,US North,Compute,213,225,26.35,98.77,1.32,0
16-07-2024,US North,Storage,181,223,16.29,97.01,0.89,0
06-04-2024,US South,Compute,356,440,51.32,99.94,1.06,0
26-05-2024,India South,Storage,474,550,41.69,98.36,1.02,0
18-03-2024,Asia East,Compute,626,694,91.69,99.69,1.42,0
14-05-2025,US West,Compute,100,117,14.69,97.07,1.16,0
15-02-2025,US North,Storage,329,361,21.11,99.45,0.94,0
20-06-2025,US East,Storage,478,564,30.53,97.65,1.5,0
22-02-2025,US South,Compute,468,573,66.51,99.47,0.98,0
12-09-2024,Europe West,Compute,568,688,69.01,98.31,1.17,0
28-05-2025,Europe West,Storage,263,328,22.72,99.48,0.98,0
21-07-2024,India South,Storage,564,661,46.49,97.71,1.2,0
30-01-2025,Asia East,Storage,143,156,11.29,98.82,1.18,0
10-05-2024,US East,Storage,333,375,29.36,97.35,0.81,0
26-09-2024,US South,Storage,457,554,25.01,97.23,1.42,0
11-07-2024,India South,Compute,284,339,51.27,99.09,0.81,0
20-03-2025,US North,Compute,485,517,71.65,99.96,1.29,0
30-06-2024,US West,Storage,247,301,23.15,99.33,1.49,0
26-10-2024,US West,Compute,69,73,12.42,99.24,1.17,0
04-03-2024,US West,Storage,103,117,6.73,99.49,0.91,0
28-04-2025,Asia East,Compute,380,461,51.49,99.49,1.42,0
16-03-2024,US East,Storage,507,594,38.71,98.92,1.36,0
11-04-2025,US South,Compute,299,337,36.59,99.36,1.29,0
06-02-2025,US South,Storage,186,219,11.34,99.87,1.19,0
14-12-2024,US East,Storage,179,222,9.9,98.42,1.48,0
11-05-2024,US South,Storage,277,292,16.31,99.54,1.33,1
24-03-2025,US South,Storage,329,346,20.3,97.76,1.17,0
23-10-2024,US South,Compute,270,300,35.49,99.38,0.87,0
06-03-2024,Europe West,Compute,290,332,44.32,99.57,0.99,0
15-02-2024,Europe West,Storage,337,415,18.35,98.06,0.85,0
08-09-2024,Europe West,Storage,133,140,11.8,98.9,1.36,0
02-01-2024,US North,Storage,608,655,30.75,98.14,1.29,0
25-04-2024,US North,Storage,323,383,23.22,97,1.19,0
05-05-2025,India South,Compute,214,250,30.85,97.67,1.02,0
29-05-2024,US North,Storage,309,348,16.53,98.15,1.3,1
04-01-2025,India South,Storage,157,183,8.89,97.07,0.94,1
02-03-2025,US West,Storage,279,294,17.57,99.1,1.42,0
22-08-2024,India South,Compute,251,311,42.61,99.39,0.92,0
12-02-2025,Asia East,Compute,175,216,33.11,97.85,0.99,0
07-03-2025,US South,Compute,522,599,67.26,97.93,1.3,0
10-08-2024,US South,Storage,110,132,6.93,97.98,1.42,0
26-05-2025,India South,Storage,715,875,51.98,97.25,1.47,0
08-02-2025,US West,Compute,221,264,37.69,98.93,1.47,0
08-05-2025,US East,Compute,306,324,51.81,97.83,0.9,0
28-05-2024,US East,Compute,221,248,36.45,98.82,1.07,0
09-05-2025,Europe West,Storage,370,423,21.68,99.78,0.82,0
30-03-2024,US West,Storage,353,413,18.27,97.93,1.14,0
28-01-2024,US East,Storage,193,214,12.47,97.41,1.14,0
22-05-2024,India South,Storage,214,242,21.17,99.84,1.33,0
12-05-2025,US West,Storage,315,338,30.92,97.3,1.37,0
22-11-2024,Asia East,Compute,298,332,37.97,99.97,0.86,0
17-04-2024,Asia East,Storage,428,508,38.72,99.37,0.93,0
31-01-2024,US South,Storage,299,351,15.41,98.9,1.49,0
13-05-2025,US East,Compute,93,107,13.29,97.86,1.34,0
11-05-2024,Europe West,Storage,511,561,35.11,99.36,1.1,0
15-04-2025,US East,Storage,203,242,17.57,99.69,0.82,1
19-10-2024,US West,Compute,363,414,50.16,97.37,0.98,0
01-12-2024,US South,Storage,661,754,43.41,98.17,1.45,0
25-12-2024,US East,Storage,180,211,14.38,98.86,0.84,0
08-03-2024,US West,Compute,225,238,30.84,99.21,1.14,0
17-12-2024,US South,Storage,213,235,15.85,97.95,1.5,0
19-01-2024,Asia East,Compute,197,243,28.19,97.8,1.12,0
22-10-2024,Europe West,Compute,476,557,86.44,98.63,1.12,0
10-05-2025,Europe West,Storage,122,146,8.19,98.5,1.03,0
19-03-2024,US North,Storage,540,591,36.52,99.66,1.1,0
02-05-2024,US South,Storage,156,191,13.09,97.33,0.99,0
23-12-2024,India South,Compute,295,326,37.94,99.64,1.18,0
01-12-2024,India South,Storage,104,125,8.82,98.6,0.95,1
13-06-2025,US East,Compute,357,389,54.01,97.83,0.81,0
05-09-2024,Asia East,Compute,324,348,59.08,99.67,1.08,0
05-05-2024,US West,Compute,478,518,83.68,98.64,1.22,0
10-08-2024,US West,Storage,462,500,45.73,99.04,1.26,0
02-02-2025,US West,Compute,212,233,40.33,98.71,0.97,0
19-06-2025,US South,Storage,207,255,15.48,98.5,0.91,0
17-10-2024,US North,Storage,471,508,25.31,97.7,1.38,0
12-05-2025,US West,Storage,499,557,38.5,97.53,1.46,1
10-05-2025,India South,Compute,206,226,32.45,97.56,0.83,0
20-07-2024,Asia East,Compute,82,90,14.62,97.15,1,0
23-04-2024,US West,Storage,380,399,28.37,98.59,0.96,1
30-01-2025,Europe West,Compute,79,86,10.61,99.97,0.9,0
24-05-2025,US East,Storage,591,716,45.81,97.33,1.19,0
06-06-2024,US South,Storage,576,642,28.92,99.88,1.41,0
09-06-2025,US North,Compute,554,654,107.91,97.45,1.39,0
31-01-2025,India South,Storage,355,416,28.83,99.1,0.97,0
08-03-2024,US East,Storage,145,160,10.73,97.39,1.29,0
27-02-2025,Europe West,Storage,310,357,25.34,99.67,0.86,0
19-01-2024,US North,Storage,528,653,32.92,97.85,1.42,0
19-11-2024,US East,Storage,174,211,10.11,98.16,1.03,0
17-05-2025,US South,Compute,70,86,10.04,98.61,1.28,0
13-01-2025,Asia East,Compute,170,205,32.79,98.98,0.8,0
27-02-2025,US West,Storage,181,213,12.94,97.16,0.98,0
21-08-2024,India South,Compute,421,513,55.18,97.6,1.09,0
05-01-2025,US East,Storage,140,166,8.62,99.05,1.11,0
